일련번호,등록상태,발명의 명칭,IPC 번호,등록번호,등록일자,출원번호,출원일자,공개번호,공개일자,공고번호,공고일자,초록,큰 이미지 경로,이미지 경로,출원인
373,취하,코로나 점화기의 의도적인 아크 발생 방법,F02P 23/04,,,1020127023448,20110211,1020130001236,20130103,,,"가연성 가스 혼합물을 점화시키는 코로나 점화 시스템 및 방법은, 아크 발생시에, 아크 발생이 검출되고 일정 시간 동안 아크 발생이 유지되도록 보장하기 위해서 점화기에 대한 전압은 증가되고, 일정 시간 동안 불꽃 점화를 통하여 가연성 가스 혼합물의 연소가 발생하고, 그 후에 코로나 방전에 의해서만 점화를 회복하기 위해 전압이 감소되도록, 아크 발생을 검출하고 컨트롤하는 것을 포함하고 있다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=452306798ef1fd03bf8e5ba4e1dbf726c0c3a7ce16bb49ebdd5714bfedc11e6dabd859ee3426ea0bfc97a88099b073639e6756dfc5d49389a999a35dea41329f3ebcd2fa376f53da,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf7eb238cc486853b8a9024747c1f0689b2c5a67fc1c294f75750263ea227bac3b8881dd201135ce7abfdfbe66ab9541bd6809146232b87a1b,페더럴-모굴 이그니션 컴퍼니
374,등록,코로나 방전 이온화 바에서 가스 이온으로부터 오염물의 분리,B03C 3/41|B03C 3/017|B03C 3/155|B03C 3/38|B03C 3/49,1020828090000,20200224,1020187014807,20110208,1020180080251,20180711,,20200228,"압력을 갖고 전하 중성화 목표의 인력 비이온화 전기장쪽으로 향하는 비이온화 가스 스트림을 확립함으로써, 비이온화 가스 스트림으로 부산물이 이주하는 것을 방지하기 위해 압력이 비이온화 가스 스트림의 압력보다 충분히 낮은 이온 및 오염물 부산물의 플라즈마 영역을 확립함으로써 코로나 생성된 이온으로부터 깨끗한 코로나 이온화 바가 오염물 부산물을 분리한다. 이온화 바(들)는 깨끗한 이온화 가스 스트림으로서 비이온화 가스 스트림 및 중성화 목표로 이주하기 위해 목표의 비이온화 전기장이 이온의 적어도 상당 부분을 유도하는 대전된 중성화 목표에 충분히 가까이 위치할 수 있다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e005bfefba7d7f8377fc50ed70c6d2eb1b9613f9fe5abae0915866ec1bae0bfa3161d6473b2f2bdfe552cac3f318dfe742b1b57998f6c7d9089,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf3083fe532ec6094710c8df61fa074f652989b3b8dc953d5af9aff733811462d90dd6573b66e04258e3b63232c9b3f931a1fc5844a91d084f,일리노이즈 툴 워크스 인코포레이티드
375,거절,코로나 방전 이온화 바에서 가스 이온으로부터 오염물의 분리,B03C 3/41|B03C 3/017|B03C 3/155|B03C 3/38|B03C 3/49,,,1020127021036,20110208,1020130001219,20130103,,,"압력을 갖고 전하 중성화 목표의 인력 비이온화 전기장쪽으로 향하는 비이온화 가스 스트림을 확립함으로써, 비이온화 가스 스트림으로 부산물이 이주하는 것을 방지하기 위해 압력이 비이온화 가스 스트림의 압력보다 충분히 낮은 이온 및 오염물 부산물의 플라즈마 영역을 확립함으로써 코로나 생성된 이온으로부터 깨끗한 코로나 이온화 바가 오염물 부산물을 분리한다. 이온화 바(들)는 깨끗한 이온화 가스 스트림으로서 비이온화 가스 스트림 및 중성화 목표로 이주하기 위해 목표의 비이온화 전기장이 이온의 적어도 상당 부분을 유도하는 대전된 중성화 목표에 충분히 가까이 위치할 수 있다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=452306798ef1fd03bf8e5ba4e1dbf726c0c3a7ce16bb49ebdd5714bfedc11e6de56caec35ce34adce9db7e537eb547dec1bf02f9d1f6eb54e9b59155b77fd91378e65322244df87d,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf7eb238cc486853b8a9024747c1f0689bc0415d6fbc9742f32a5936213ab97d02420f222b8934b5448312f437bfb3b99112fd6774e2800471,일리노이즈 툴 워크스 인코포레이티드
376,거절,중증 급성 호흡기 증후군의 원인이 되는 사스-코로나 바이러스 3CL 프로테아제의 활성 저해제 및 스크리닝 방법,C12N 9/50|C12N 15/81|C12Q 1/37|G01N 33/68,,,1020110003078,20110112,1020120081768,20120720,,,"본 발명은 사스-코로나 바이러스 3CL 프로테아제의 생산 및 그의 활성 저해제에 관한 것으로서, 보다 상세하게는, 효모균에서 재조합 사스-코로나 바이러스 3CL 프로테아제를 효율적으로 발현할 수 있는 벡터를 제작하고, 상기 벡터로 형질 전환된 효모균을 배양하여 사스-코로나 바이러스 3CL 프로테아제를 생산하는 방법, 상기 방법에 의해 생산된 사스-코로나 바이러스 3CL 프로테아제를 이용하여 중증 급성 호흡기 증후군의 예방 또는 치료제의 스크리닝 방법, 상기 스크리닝된 사스-코로나 바이러스 3CL 프로테아제 활성 저해제, 사스-코로나 바이러스 3CL protease 활성 저해제를 유효성분으로서 포함하는 사스-코로나 바이러스 3CL 프로테아제의 활성 저해용 조성물 및 중증 급성 호흡기 증후군의 예방 또는 치료용 약제학적 조성물에 관한 것이다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=452306798ef1fd03bf8e5ba4e1dbf7266408a8b1e551be3122f381f7cee99a04ced3a30710856f3b38ad7bbf9e34b942960ebfc638c6be0c8db09d62d3e04873fcfc3ed60b84ffae,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfda8b08420bb5f05598c82f7991f7b4cac6e8290341648e8c309abadeacd3b123a0951f23f65d58bff7ee07b52855cff3d531694eb9166296,전남대학교산학협력단
377,소멸,발사체 우주환경으로의 적용을 위한 코로나 없는 다이플렉서,H01P 1/213|H01P 1/208|H01P 1/205,1011873620000,20120925,1020100130833,20101220,1020120069327,20120628,,20121002,"본 발명은 발사체, 로켓 등에 탑재되어 우주환경, 특히 진공환경으로의 적용을 위한 고출력 다이플렉서(diplexer) 등의 고주파 필터에 관한 것으로, 보다 상세하게는 고출력과 낮은 압력하에서 도파관 또는 캐비티형(cavity) RF 필터 내부 공진기의 인접 금속 간격에서 코로나 방전(또는 가스 방전)에 의한 절연 파괴 현상을 방지하기 위해서 내부 압력을 대기압 상태로 유지하기 위한 다이플렉서의 기밀(sealing) 구조에 관한 것이다.  본 발명은 우주 환경으로의 발사체 및 로켓 탑재용으로 적합한 고출력 다이플렉서 또는 고주파 필터에 적용될 수 있는 진공 기밀(sealing)에 관한 것으로서, 상기 고출력 다이플렉서 또는 고주파 필터 구조의 기구물을 구성하는 하우징 형상의 베이스 플레이트 상단부에 위치되는 복수의 주파수 튜닝(tuning) 및 기구물 고정용 스크류의 공기 리크(leak) 부위를 덮어주는 외장 커버(cover)와, 상기 베이스 플레이트가 상기 외장 커버와 접하는 면에 구비되는 홈(groove)에 끼워지는 카스켓 형태의 오링(O-ring)과, 상기 오링의 표면에 도포된 진공 그리스(vacuum grease)와, 상기 베이스 플레이트의 측면에 구비되는 기밀 구조의 입력 커넥터 및 출력 커넥터 및 상기 베이스 플레이트의 내부 바닥면에 구비된 공진바 고정하는 볼트가 끼워지는 나사홈을 포함하...(이하생략)",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=452306798ef1fd03bf8e5ba4e1dbf726a1fc76cd75d4f887482d18ba2fe797a50f7765ff29aa858d2eb54066d61ac1c67bba99f6421eb25c39b92f9958495e5a0f7b3294d4fe3148,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfd2666af83cab0227ad608d329ea1803fc18e5bdf9634f19a2ef8bf423373ae6aa85d9f5548911802ce8a532117e19932dc356d7e0ae8bcab,한국항공우주연구원
378,소멸,코로나방전용 방전침 설치구조,H05F 3/04|H01T 19/04|H01T 23/00,1012380360000,20130221,1020100127174,20101213,1020120065856,20120621,,20130304,"본 발명은 제품 또는 부품에 대전된 정전기를 제거하기 위한 양이온 또는 음이온을 발생하기 위하여 코로나 방전을 일으키는 방전침을 전기회로가 배설되어 있는 PCB(Printed Circuit Board)에 직접 설치하여 고압선 등 불필요한 전선을 별도로 배설하지 않음으로써 공간을 콤팩트하게 이용할 수 있고 조립이 간편하여 조립시간이 단축되고 그에 따라 제조코스트를 절약할 수 있게 하는 코로나 방전용 방전침 설치구조에 관한 것이다.  본 발명의 코로나 방전용 방전침 설치구조는 구동모터(5) 및 날개(5a)를 포함하는 정전기 제거장치에 있어서, 정전기제거장치의 날개(5a)의 전방에 공기흐름방향과 직교하도록 설치되고 중앙부가 개구되어 있는 설치틀(40)과, 상기 설치틀(40)에 설치되어 있고 환형으로 형성되어 주위에 공기흐름개구부를 갖도록 되어 있으며 내부에 회로가 내장되어 있는 평편한 PCB가 구성되어 있으며; 상기 PCB의 회로와 연결되는 다수의 방전침(51)이 상기 PCB에 공기흐름방향으로 설치되어 있는 것을 특징으로 한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=452306798ef1fd03bf8e5ba4e1dbf726973b00a9ce30649025fb4ed4723d96e6900da812a76de9a09fc504e88407f73b243f154c9032e9441b576c330ffa543802f98fd8aa23ca6b,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf6141d04a7ba69f2695b796e601b105118a3fa7731bf7a1645222f51ba616689147bdd78a324c39836c395fef3fdfe341c8c09369e913577a,박광옥
379,소멸,코로나방전용 가변식 고압모듈,H01T 19/00|H05F 3/04|H01T 23/00,1012380350000,20130221,1020100127173,20101213,1020120065855,20120621,,20130304,"본 발명은 코로나 방전을 일으키는 고압전류의 전압을 가변적(可變的)으로 방전침에 인가할 수 있도록 하여 제전(除電)하고자 하는 물체의 정전기 대전(帶電)상태에 따라 방전침에 최적의 고압전류를 인가하여 필요한 양의 이온만을 생성할 수 있도록 함으로써 제전효율을 향상시키고, 또한 방전을 유발하는 전압의 시정수(time constant)를 빠르게 하여 방전효율을 높이는 코로나 방전용 가변식 고압모듈에 관한 것이다.  본 발명의 코로나 방전용 가변식 고압모듈은 DC18V~26.4V의 입력전압을 DC10V 출력전압으로 변환하는 정전압회로(11), 상기 정전압회로(11)에서 출력된 DC 전압을 75kHz 구형파로 발진하는 발진회로(12), 출력 전압이 일정하게 유지되도록 펄스폭을 비교하는 펄스폭 비교회로(13), 저주파 PWM의 주파수에 의해 교대로 온/오프하고 온타임에 압전트랜스가 진동하는 주파수 75kHz 파형을 전달하는 전력구동회로(14), 소형 트랜스를 이용하여 압전트랜스 입력전압을 승압해 주는 전력(전압)승압회로(15), FET를 이용하여 압전트랜스 입력전류를 증폭해주는 전력(전류)증폭회로(16), 상기 전력(전류)증폭회로(16)로부터 입력된 전력을 고전압으로 승압하여 방전침으로 출력하는 압전트랜스(10), 그리고 상기 압전트랜스의 출력전압과 주파수가 일정하게 나오는 지를 체크하여 그 신호를 상기 발...(이하생략)",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=452306798ef1fd03bf8e5ba4e1dbf726973b00a9ce30649025fb4ed4723d96e6900da812a76de9a09fc504e88407f73b2212df2ac76efb584578f5aa7c9ff4ba1b7d9ade1176c8f2,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf6141d04a7ba69f2695b796e601b105118a3fa7731bf7a1645222f51ba6166891f641d685cf4bb00057359f7453c6e26423c67c6925c3ed2e,박광옥
380,소멸,코로나 방전을 이용한 유기박막트랜지스터의 제조방법,C23C 14/32|C23C 14/12|C23C 14/50|H01L 27/32|C23C 14/24,1012005820000,20121106,1020100121923,20101202,1020120060428,20120612,,20121112,"본 발명은 유기 반도체/고분자의 복합박막의 제조방법과, 상기 복합박막의 제조방법을 적용하여 유기박막트랜지스터를 제조하는 방법에 관한 기술이다. 본 발명에서는 코로나방전을 이용하여 유기 반도체와 고분자가 수직 상분리를 일으키며, 이 과정에서 유기 반도체의 바람직한 결정성장이 이루어지며, 박막의 표면이 균일하게 성장하여 유기박막트랜지스터의 반도체층으로서 소자 성능을 높일 수 있다. 상기 유기 반도체의 대표적인 예로 TIPS-PEN, 올리고티오펜 등을 적용할 수 있다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=452306798ef1fd03bf8e5ba4e1dbf726265aea314174a01c0a637e9d641711a5007c88787de14afb555746ca24040e3de694c629c568125cbb92e73b440bfc881b9b8427a8a631ce,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfc2897c42c117a0f4544b082502d135fbdfc9e2d798c008eee92ed31b41a6df525d696d0d9a9669370afa928500af0019e4ba7111b173e12b,연세대학교 산학협력단
381,거절,자동차용 브레이크패드의 패드심 접착력 향상을 위한 코로나장치,F16D 65/097|B65G 47/04|G03G 15/02,,,1020100118945,20101126,1020120057278,20120605,,,"본 발명은 자동차용 브레이크패드의 패드심 접착력 향상을 위한 코로나장치에 관한 것으로, 브레이크패드(22)가 컨베이어벨트(12)를 따라 이송되면서 제네레이터(18)와 연결된 방전노즐(16) 아래로 통과하면서 방전에 의해 백플레이트(20) 외면의 도장층이 포함하고 있는 왁스성분이 제거되게 하여 이후 패드심(24)을 백플레이트(20)의 외면에 점착고정할시 패드심(24)이 보다 견고하게 접착고정될 수 있도록 한 것이다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=452306798ef1fd03bf8e5ba4e1dbf726d528f3d8c9789fc0be46d5121bb40533fb4ae6e971736c73eb490957d8a81e56309b7a0d9e728975bd3c29387154c328764c76d443f699b2,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf02f4e4c46546a2d1970c8b65c173ba63abf4534bde0a7885947afe2b86c993160684b0c0ef1c6d9ef4e920191b6d131633ae517ad0a5231a,상신브레이크주식회사
382,등록,소 코로나바이러스 항원 결정기를 포함하는 스파이크 재조합 단백질 및 이에 대한 항체,C07K 16/02|C07K 16/10|A61K 39/215|A61K 39/42|A23K 20/147|A23K 50/10,1012997530000,20130819,1020100115856,20101119,1020120054465,20120530,,20130823,"본 발명은 소 코로나바이러스의 항원 결정기를 포함하는 스파이크 재조합 단백질 및 이의 제조방법, 상기 단백질을 코딩하는 유전자, 상기 유전자를 포함하는 발현 벡터, 상기 발현 벡터로 형질전환된 숙주세포, 상기 단백질을 이용하여 제조된 난황항체 및 이의 제조방법, 상기 단백질을 포함하는 백신, 약학 조성물 및 사료조성물, 그리고 상기 백신 및 약학 조성물을 이용하여 소 코로나바이러스 감염증을 치료 또는 예방하는 방법에 관한 것이다.  본 발명에 따른 소 코로나바이러스의 항원 결정기를 포함하는 스파이크 재조합 단백질 및 이에 대한 난황항체는 소 코로나바이러스에 대한 감염증을 보다 효율적으로 치료 또는 예방하는데 유용하게 사용될 수 있다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=452306798ef1fd03bf8e5ba4e1dbf7260ce38604afc786fc19244aa1b5dffa6516bfee680832f76eff850e263438baa8baeebdb3057e0558c148b77395aa8c21dc01106360d9f9f5,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf3be51c5eca526913db903243fad005834b0397df3cb1cde7bac0ffb0b1cc077270d202da51c29daaf0a1a15455bfc6e0037bc235244b5f76,주식회사 단바이오텍
383,등록,코로나 방전 탐지 광학계 및 이를 이용한 자외선 검출 장치,G02B 17/08|G01N 21/67|G02B 6/32|G01J 1/04,1011701400000,20120725,1020100115859,20101119,1020120054468,20120530,,20120731,"가시 광선을 집광하는 주간 광학계로 기능하는 제1 광학계와 자외선을 집광하는 자외선 검출 광학계로 기능하는 제2 광학계를 포함하는 코로나 방지 탐지 광학계를 이용하여 자외선을 검출한다. 특히 제1 광학계 및 제2 광학계는 동일한 광축상에 위치되어 있으며, 제1 광학계는 상기 제2 광학계의 전면에 위치되고 제2 광학계로 광이 입사되지 않는 영역에 위치되어 있어서, 소형이면서 광학 성능이 뛰어난 코로나 방전 탐지 광학계의 구현이 가능하다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=fa3ecff0fa8c8029e6745331d5639d6f11f88e0dfc8960afd225ed0e221c1c54974b708d6cab22f6176d4a809748308a8dd7f5973ab798b8f1d44e1bb953552944da9357f5a71078,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=cc5b559e0a8e79ad94da229281fe9c15360dfc4411b1c0e7e929edd5ef146178dbd46da834bb947d67029ab002211453daa2ee240b897b21e58a69149c0126b6e44358fad41d62052f9da472fa852ce5e2d073afa97766bc,(주)이오시스템
384,소멸,"사스 코로나바이러스 검출용 프라이머, 그를 이용한 사스 코로나바이러스 검출 방법 및 키트",C12Q 1/68|C12N 15/11,1011004360000,20111222,1020100078975,20100816,1020100094968,20100827,,20111230,"본 발명은 서열번호 1 내지 서열번호 14의 사스 코로나바이러스 검출용 PCR 프라이머, 그를 이용한 사스 코로나바이러스 검출 방법 및 키트를 제공한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=452306798ef1fd03bf8e5ba4e1dbf72669bdab4ff635ca41acfee26abe3d690fa881eaffc9474b23b7fa1c84c23ff8f82706b97cd348e4017940da595530ed6e4d60724eb49ea973,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf4da70a7b5bfacb30346dcdc8462bb2c5a1b468f21d5dbaca4018e66acc23883b3c2668c49d5e2ebe3a6a427e07903e5f38a26be2822cd1b5,삼성전자주식회사
385,소멸,코로나 방전 영상 검출 방법 및 그 시스템,G01J 1/04|G01J 1/44|H04N 5/225,1011277980000,20120312,1020100078591,20100816,1020120016327,20120224,,20120323,"본 발명은 코로나 방전 영상 검출 방법 및 그 시스템에 관한 것으로, 더욱 상세하게는 코로나에 의한 고전압 설비의 절연파괴 과정 중 발생하는 방전 자외선을 효과적으로 검출하여 방전 자외선이 발생하는 코로나 발생 부위를 가시광선 영상 위에 표시해 주는 코로나 방전 영상 검출 방법 및 그 시스템에 관한 것이다.  이와 같은 본 발명에 의한 코로나 방전 영상 검출 시스템은 외부로부터 입사되는 빛을 수광하는 광학부(101)와; 상기 광학부(101)의 내부에 위치하고, 입사된 빛 중에서 일부는 투과시키고, 일부는 90 도로 반사시키는 제 1 미러(107)와; 상기 제 1 미러(107)에서 반사된 빛을 90 도로 반사하는 제 2 미러(105)와; 상기 제 1 미러(107)를 투과한 빛 중에서 방전 자외선만을 투과시키는 자외선 광학계(109)와; 상기 자외선 광학계(109)를 투과한 자외선을 감지하는 자외선 CCD 센서(115)와; 상기 제 2 미러(105)에서 반사된 빛 중에서 가시 광선을 감지하는 가시 광선 CCD 센서(113)와; 상기 자외선 CCD 센서(115)에서 감지된 자외선 영상 및 상기 가시 광선 CCD 센서(113)에서 감지된 가시 광선 영상을 합성하는 멀티 스펙트랄 믹스(121);를 포함하여 이루어진다.  또한, 본 발명에 의한 코로나 방전 영상 검출 방법은 광학부(101)를 통하여 입사된 빛...(이하생략)",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=452306798ef1fd03bf8e5ba4e1dbf726f84a72b64adb32fe62017f8fccfd459aa0da83ee6258dfbb265812c1f7c788957910bf0980b8de5354499f836b312c86c618eec51d6b8aa4,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf4d7f0f1fb9414e149d07bae31ad8116bbb81e37af024a8ba404e216590a343ca20ca51d68e5b6703f0a85dc56a836b5fc9b65f90333f9745,(주) 비제이파워|주식회사 파나켐
386,등록,코로나 검출 장치 및 방법,G01R 31/12|G01R 19/165|G01R 1/28|G01R 19/02|B60R 11/04,1010997890000,20111221,1020100074792,20100802,,,,20111228,"본 발명은 코로나 검출 장치 및 방법에 관한 것으로 더욱 상세하게는 코로나 방전을 감지하여 코로나 방전 정도를 수치화 표시하여 전력설비의 이상 정도를 판단할 수 있는 탑재용 코로나 검출 장치 및 방법에 관한 것이다. 본 발명의 일 실시예에 따른 코로나 검출 장치는 전력 설비를 촬영하여 전력 설비의 이미지를 생성하는 촬영부, 적어도 2개의 센서를 이용하고, 전력설비에서 발생되는 코로나 방전을 감지하는 감지부, 상기 적어도 2개의 센서에서 코로나 방전이 동시에 감지되는 경우 유효신호로 판별하고, 감지 신호를 전압 신호로 변환하는 신호처리부 및 상기 이미지를 분석하여 상기 감지부의 상하좌우 지향방향 또는 높이를 제어하고, 상기 변환된 전압 신호를 이용하여 전력 설비의 이상 정도를 판단하는 제어부를 포함한다. 본 발명은 코로나 빛을 감지하여 코로나 방전 정도를 수치화 표시하여 전력설비의 이상 정도를 정확하게 판단할 수 있고, 특별한 숙련 없이 전력 설비의 이상 유무를 판정할 수 있고 전력시설에 대한 순시 및 점검 시에 간편하게 휴대하여 짧은 시간에 넓은 범위의 설비에 대한 검사를 수행할 수 있어 운영상에 제약요소가 적다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=452306798ef1fd03bf8e5ba4e1dbf7269be44e3678de1cc20fcda4dc500c6ff900bf29417d1d68d7868a34786460f96ba23617639961f3cdd6f1ecca182cbd3d29e91a890b4cf757,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cff87bda20fd5fec96d17d99e4cbc27ba414b5f5f8bf6daa727156404431251fed0a50c87249dc44da5e8da183be51651d8b1426d968f62af7,한국전력공사
387,등록,코로나 검출 장치 및 방법,G01R 31/12|G01R 19/165|G01R 1/28|G01R 19/02,1011505000000,20120521,1020100074783,20100802,1020120012854,20120213,,20120531,"본 발명은 코로나 검출 장치 및 방법에 관한 것으로 더욱 상세하게는 코로나 방전을 감지하여 코로나 방전 정도를 수치화 표시하여 전력설비의 이상 정도를 판단할 수 있는 코로나 검출 장치 및 방법에 관한 것이다. 본 발명의 일 실시예에 따른 코로나 검출 장치는 적어도 2개의 센서를 이용하고, 전력설비에서 발생되는 코로나 방전을 감지하는 감지부, 상기 적어도 2개의 센서에서 코로나 방전이 동시에 감지되는 경우 유효신호로 판별하고, 감지 신호를 전압 신호로 변환하는 신호처리부 및 상기 변환된 전압 신호를 이용하여 전력 설비의 이상 정도를 판단하는 제어부를 포함한다. 본 발명은 코로나 빛을 감지하여 코로나 방전 정도를 수치화 표시하여 전력설비의 이상 정도를 정확하게 판단할 수 있고, 특별한 숙련 없이 전력 설비의 이상 유무를 판정할 수 있고 전력시설에 대한 순시 및 점검 시에 간편하게 휴대하여 짧은 시간에 넓은 범위의 설비에 대한 검사를 수행할 수 있어 운영상에 제약요소가 적다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=452306798ef1fd03bf8e5ba4e1dbf726a73c832ce18df59f18f8babc0ae42f2f810ed2ef4552dcc5376a1ea9f7b98bff45584099360b6db0f64371e238b3571ce17f42445f00ae99,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf98a6eb1e3e78f163446a43e6988ac9643a5359bc00f247705084e7a2edf21fbe1e04174e7bf075efdeb346399857b5d2dff59a6cd1a9fe68,한국전력공사
388,등록,코로나 방전 검출 프로브 및 이를 포함하는 검출 시스템,G01R 1/067|G01R 31/06|G01R 31/12|G01R 19/165,1010911420000,20111201,1020100062338,20100629,,,,20111209,"코로나 방전 검출 프로브 및 이를 포함하는 검출 시스템이 개시된다. 코로나 방전 검출 프로브는 일측이 개방된 링(ring) 형태로 형성된 페라이트(Ferrite) 코어 및 페라이트 코어에 감긴 인덕터 코일로 구성된 페라이트 인덕터, 페라이트 인덕터를 보호하고 전기적으로 절연시키는 외피 역할을 하는 포움(foam) 및 인덕터 코일의 양 끝단에 형성되며, 포움의 외부로 돌출된 급전단자를 포함한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=452306798ef1fd03bf8e5ba4e1dbf7266f5b950d15dba2e6659cdea6bad657c84ae4e92388cf908c58a7208eece381d82ae37559fdf3fd0d21075c178f36cb299b452da606f0bfc7,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf3ddb93cf4fbe619ad59b227ad22f5afe9f87f10998e42b5163c88fde1691cb26cc02b6041939167803c6d7e0f958f82b31bcce7ac877b752,한국전력공사|한국남동발전 주식회사|한국중부발전(주)|한국서부발전 주식회사|한국남부발전 주식회사|한국동서발전(주)
389,등록,"이종의 전력 케이블을 접속하기 위한 도체 슬리브 및 코로나 쉴드의 구조, 이를 포함한 프리몰드 접속함, 및 이종의 전력 케이블의 접속 방법",H02G 15/184|H01R 4/70|H02G 1/14,1011070380000,20120111,1020100043384,20100510,1020110123906,20111116,,20120125,"본 발명은 이종의 전력 케이블을 접속하기 위한 도체 슬리브 및 코로나 쉴드의 구조, 이를 포함한 프리몰드 접속함, 및 이종의 전력 케이블의 접속 방법을 개시한다.  본 발명에 따른 이종의 전력 케이블을 접속하기 위한 프리몰드 접속함에 사용되는 도체 슬리브 및 코로나 쉴드의 구조에서, 상기 도체 슬리브는 상기 이종의 전력 케이블의 도체를 각각 수용하기 위해 서로 상이한 내경을 가지는 제 1 및 제 2 도체 접속부를 구비하고, 상기 코로나 쉴드는 상기 도체 슬리브의 외부에 제공되며, 양 단부가 각각 상기 이종의 전력 케이블의 절연체와 동일한 외경을 갖는 것을 특징으로 하는 것을 특징으로 한다.",http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=452306798ef1fd03bf8e5ba4e1dbf7265a7386a684ff9c394e3eb1bef757b8f8b7ee8659b8e947ad11f7de969bb9554ce3c5efc285032eea0fc4282e009bee36792adce8d4129ca6,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cfcc7ee8530ba7da93e0cd6fbed80d4c7d818b5d03fe7c923c393329c92a843a98ac1c315c95ce464a02f78951d9f01e5dd2aa3abe9389163a,대한전선 주식회사
390,등록,셀프 튜닝 전력 증폭기에 의한 코로나 점화,F02P 23/00|F02P 23/04|H01T 19/00|F02P 3/00,1016579720000,20160909,1020117027077,20100510,1020120020119,20120307,,20160920,전력 증폭기 회로는 RF 트랜스포머의 출력 권선의 일단부에 접속된 인덕터 및 커패시터를 갖고 있다. 이러한 출력 권선의 타단부는 그라운드에 접속된 레지스터에 접속되어 있다. 이러한 트랜스포머는 2개의 1차 권선을 갖고 있다. 이러한 1차 권선 모두는 가변 DC 전압원에 접속된 일단부를 갖고 있다. 각 1차 권선의 타단부는 MOSFET와 같은 스위치에 부착되어 있다. 이러한 3개의 권선 모두는 코어에 감겨있다. DC 전압원으로부터 상기 스위치로 흐르는 전류는 코어에 자속을 유도한다. 전압이 2차 권선 레지스터에 생성된다. 이러한 전압은 상술된 스위치에 피드백되어 온 및 오프 타이밍을 제어한다. 이러한 방법으로 고유 진동수를 측정하고 기록할 필요가 제거된다.,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=2ba38663aa11ff0f6ca91af6061a2e0028122dfa4a5884143fc3c156db29ccb4456d0766ca0147c53a9af193c0dd824e9bdfc425288b3e01fba8c2f685ab6ad230fc1fabc0f5d6fb,http://plus.kipris.or.kr/kiprisplusws/fileToss.jsp?arg=ed43a0609e94d6e22d01c5c32ba711cf5ce6615ce6a632d03a8e76854a9a8d3c7ef42f21212a902367f1eeb1eae54db71ebfaa1df891a4be2fa3ab1803272e1e7149ab2ef36983ae,페더럴-모굴 이그니션 컴퍼니
